0, 0, Header, 1, 6, 480
1, 0, Start_track
1, 0, Title_t, "Untitled"
1, 0, Time_signature, 4, 2, 24, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 923076
1, 465, Marker_t, "Presto"
1, 720, Tempo, 372670
1, 960, Tempo, 370370
1, 1920, Marker_t, "Piano Sonata No.7"
1, 3720, Tempo, 394736
1, 3840, Tempo, 1071428
1, 3840, Marker_t, "Beethoven"
1, 4570, Tempo, 370370
1, 5640, Tempo, 379746
1, 5760, Tempo, 370370
1, 5760, Marker_t, "hisamori@bekkoame.or.jp"
1, 7330, Tempo, 372670
1, 7680, Marker_t, "Mail in English only!"
1, 8520, Tempo, 377358
1, 9480, Tempo, 384615
1, 9600, Marker_t, "1997 July"
1, 10080, Tempo, 526315
1, 10320, Tempo, 370370
1, 10920, Tempo, 370370
1, 11400, Tempo, 379746
1, 11520, Tempo, 370370
1, 11520, Marker_t, "Thanks"
1, 13080, Tempo, 372670
1, 13200, Tempo, 370370
1, 14280, Tempo, 377358
1, 14990, Tempo, 389610
1, 15240, Tempo, 400000
1, 15840, Tempo, 526315
1, 16065, Tempo, 377358
1, 16320, Tempo, 370370
1, 19905, Tempo, 384615
1, 20160, Tempo, 394736
1, 20420, Tempo, 408163
1, 20880, Tempo, 447761
1, 21120, Tempo, 1111111
1, 21600, Tempo, 2727272
1, 21825, Tempo, 389610
1, 22080, Tempo, 379746
1, 22860, Tempo, 384615
1, 22930, Tempo, 408163
1, 23040, Tempo, 384615
1, 24840, Tempo, 389610
1, 25440, Tempo, 402684
1, 25680, Tempo, 389610
1, 25800, Tempo, 400000
1, 25935, Tempo, 379746
1, 26770, Tempo, 394736
1, 26895, Tempo, 384615
1, 28695, Tempo, 389610
1, 29280, Tempo, 413793
1, 29520, Tempo, 384615
1, 29760, Tempo, 379746
1, 29940, Tempo, 389610
1, 30000, Tempo, 379746
1, 31620, Tempo, 384615
1, 31680, Tempo, 379746
1, 32520, Tempo, 384615
1, 32640, Tempo, 379746
1, 33480, Tempo, 384615
1, 33600, Tempo, 379746
1, 33780, Tempo, 389610
1, 33840, Tempo, 379746
1, 35470, Tempo, 384615
1, 35520, Tempo, 379746
1, 36360, Tempo, 384615
1, 36480, Tempo, 379746
1, 37380, Tempo, 384615
1, 37440, Tempo, 379746
1, 38340, Tempo, 384615
1, 38400, Tempo, 379746
1, 39300, Tempo, 384615
1, 39360, Tempo, 379746
1, 40260, Tempo, 384615
1, 40320, Tempo, 379746
1, 41220, Tempo, 384615
1, 42180, Tempo, 389610
1, 43140, Tempo, 400000
1, 43200, Tempo, 389610
1, 45060, Tempo, 389610
1, 45120, Tempo, 384615
1, 48850, Tempo, 389610
1, 49370, Tempo, 402684
1, 49800, Tempo, 419580
1, 50040, Tempo, 413793
1, 50700, Tempo, 419580
1, 50820, Tempo, 425531
1, 51120, Tempo, 500000
1, 51360, Tempo, 419580
1, 52080, Tempo, 425531
1, 52320, Tempo, 419580
1, 53030, Tempo, 425531
1, 53280, Tempo, 419580
1, 53960, Tempo, 434782
1, 54240, Tempo, 413793
1, 57550, Tempo, 425531
1, 57840, Tempo, 500000
1, 58080, Tempo, 419580
1, 58810, Tempo, 425531
1, 59040, Tempo, 419580
1, 59760, Tempo, 425531
1, 60000, Tempo, 419580
1, 60670, Tempo, 434782
1, 60960, Tempo, 413793
1, 62400, Tempo, 425531
1, 62880, Tempo, 500000
1, 64080, Tempo, 408163
1, 64500, Tempo, 413793
1, 64560, Tempo, 408163
1, 65460, Tempo, 413793
1, 65520, Tempo, 408163
1, 66120, Tempo, 413793
1, 66240, Tempo, 408163
1, 67080, Tempo, 413793
1, 67800, Tempo, 425531
1, 67920, Tempo, 419580
1, 68760, Tempo, 425531
1, 68880, Tempo, 419580
1, 69720, Tempo, 425531
1, 69840, Tempo, 419580
1, 70680, Tempo, 425531
1, 70800, Tempo, 419580
1, 71640, Tempo, 428571
1, 71760, Tempo, 413793
1, 72600, Tempo, 419580
1, 72720, Tempo, 413793
1, 73560, Tempo, 419580
1, 73680, Tempo, 413793
1, 74520, Tempo, 419580
1, 74640, Tempo, 413793
1, 75480, Tempo, 425531
1, 75600, Tempo, 413793
1, 76440, Tempo, 419580
1, 76560, Tempo, 413793
1, 77400, Tempo, 419580
1, 77520, Tempo, 413793
1, 78360, Tempo, 419580
1, 78480, Tempo, 413793
1, 79320, Tempo, 425531
1, 79440, Tempo, 413793
1, 80280, Tempo, 419580
1, 80400, Tempo, 413793
1, 81240, Tempo, 419580
1, 81960, Tempo, 413793
1, 82320, Tempo, 408163
1, 83330, Tempo, 428571
1, 83520, Tempo, 408163
1, 84360, Tempo, 413793
1, 84480, Tempo, 408163
1, 85320, Tempo, 413793
1, 85440, Tempo, 408163
1, 86280, Tempo, 413793
